t,TS,A,s_temporal,s_behavioural,s_volumetric,s_geo_device,s_role_norm
0,0.9415993110038946,0.05840068899610544,0.02256085381623081,0.043543700826617224,0.01814237189360921,0.16402406357282803,0.005108079278253743
1,0.6620389808830294,0.33796101911697063,0.051928972538478765,0.069487066288804,0.9999999968574208,0.19347663457569,0.11936734746773543
2,0.6593409888196058,0.34065901118039416,0.014687338217784677,0.08895078736401596,0.9999999968574208,0.2149746000084333,0.11281402505639823
3,0.6321678187957389,0.36783218120426103,0.08052206233633678,0.1057467959383658,0.9999999968574208,0.24029033693159385,0.16354619479255783
4,0.5983732430479636,0.4016267569520364,0.06684109433410176,0.12682179925138146,0.9999999968574208,0.29052796691886545,0.29069494671715523
5,0.5663116131668635,0.43368838683313654,0.0698253022786996,0.1802074779230652,0.9999999968574208,0.3162726802368442,0.38736617755434866
6,0.5144723477025224,0.48552765229747763,0.06610181190190988,0.24071360469412875,0.9999999968574208,0.34919469813731385,0.6011399054978782
7,0.4474805288297261,0.5525194711702739,0.11602670630696614,0.3066236736611311,0.9999999968574208,0.4034928680662735,0.8194500950738616
8,0.39973530496830545,0.6002646950316946,0.12521546258125094,0.3849104022883212,0.9999999968574208,0.45439536340371284,0.9393430341437287
9,0.3614880796831704,0.6385119203168296,0.1590126068968138,0.4468876920733895,0.9999999968574208,0.5011299683945961,0.9999999970308356
10,0.33914817362197447,0.6608518263780255,0.18552635124735234,0.5060288557108886,0.9999999968574208,0.5272684151190575,0.9999999970308356
11,0.3154108807616701,0.6845891192383299,0.19679010323103435,0.5772750186871068,0.9999999968574208,0.5584624049890913,0.9999999970308356
12,0.27162690216498186,0.7283730978350181,0.29323117710940866,0.6550756383042666,0.9999999968574208,0.613493179355092,0.9999999970308356
13,0.2432280302392098,0.7567719697607902,0.33492974264124475,0.7260302132343983,0.9999999968574208,0.6453058677949732,0.9999999970308356
14,0.20620994542289095,0.793790054577109,0.4261685708597374,0.7776635503808453,0.9999999968574208,0.6973282404119955,0.9999999970308356
15,0.17689217238460553,0.8231078276153945,0.47619822436165227,0.8341525514137661,0.9999999968574208,0.7393903396376513,0.9999999970308356
16,0.13917589377428508,0.8608241062257149,0.5399857206978067,0.9385022369961623,0.9999999968574208,0.7685032078113238,0.9999999970308356
17,0.09739981201690917,0.9026001879830908,0.6561469190368286,0.9999999971690836,0.9999999968574208,0.8167126076990772,0.9999999970308356
18,0.06515695202113891,0.9348430479788611,0.740450350487399,0.9999999971690836,0.9999999968574208,0.8951019888118159,0.9999999970308356
19,0.04565547679821613,0.9543445232017839,0.7875809693726477,0.9999999971690836,0.9999999968574208,0.9448295183723578,0.9999999970308356
20,0.02583428458499204,0.974165715415008,0.8277714534495004,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
21,0.01826179492474833,0.9817382050752517,0.8782547178511254,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
22,0.016013608849310135,0.9839863911506899,0.8932426250207138,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
23,0.014181914424046038,0.985818085575954,0.9054539211891405,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
24,0.012122221904766084,0.9878777780952339,0.9191852046510068,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
25,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
26,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
27,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
28,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
29,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
30,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
31,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
32,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
33,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
34,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
35,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
36,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
37,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
38,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
39,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
40,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
41,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
42,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
43,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
44,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
45,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
46,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
47,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
48,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
49,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
50,0.010705311312173005,0.989294688687827,0.9286312752682943,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
