t,TS,A,s_temporal,s_behavioural,s_volumetric,s_geo_device,s_role_norm
0,0.8728160038403854,0.12718399615961465,0.02256085381623081,0.043543700826617224,0.01814237189360921,0.43915729222686484,0.005108079278253743
1,0.5912497363967315,0.40875026360326855,0.02256085381623081,0.08341342800153474,0.9999999968574208,0.5011299683945961,0.08933972411681838
2,0.569392187568865,0.43060781243113505,0.02256085381623081,0.11728054462343988,0.9999999968574208,0.5272684151190575,0.14633648293261914
3,0.502477190442554,0.49752280955744604,0.02256085381623081,0.18557617899375514,0.9999999968574208,0.613493179355092,0.35766767755421464
4,0.42127787327521904,0.578722126724781,0.02256085381623081,0.3019910426797536,0.9999999968574208,0.6505372026486999,0.6820366015991031
5,0.33967687567429294,0.6603231243257071,0.02256085381623081,0.42473686209864914,0.9999999968574208,0.7289840561652732,0.9316374038524606
6,0.29760764703287823,0.7023923529671218,0.02256085381623081,0.5344121208643781,0.9999999968574208,0.7685032078113238,0.9999999970308356
7,0.25399659213887305,0.746003407861127,0.02256085381623081,0.668022845705023,0.9999999968574208,0.8360588475148288,0.9999999970308356
8,0.21190070971867825,0.7880992902813218,0.02256085381623081,0.7733798008316087,0.9999999968574208,0.9201568130943393,0.9999999970308356
9,0.16551690119235152,0.8344830988076485,0.02256085381623081,0.9054948638572385,0.9999999968574208,0.9999999967791423,0.9999999970308356
10,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
11,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
12,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
13,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
14,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
15,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
16,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
17,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
18,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
19,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
20,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
21,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
22,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
23,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
24,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
25,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
26,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
27,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
28,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
29,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
30,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
31,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
32,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
33,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
34,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
35,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
36,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
37,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
38,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
39,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
40,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
41,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
42,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
43,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
44,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
45,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
46,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
47,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
48,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
49,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
50,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
51,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
52,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
53,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
54,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
55,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
56,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
57,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
58,0.14661587452998248,0.8533841254700175,0.02256085381623081,0.9999999971690836,0.9999999968574208,0.9999999967791423,0.9999999970308356
