login_hour,atypical_actions,records_touched,device_geo_dist,peer_dev
12.241785382528082,0,4,0.0,0.0
10.654339247072038,0,3,0.0,0.11475332555415822
12.61922134525173,1,5,0.0,0.06422257482169152
14.807574641020064,0,4,0.0,0.0
10.414616563191661,0,7,0.0,0.10852279736430244
10.41465760762705,1,10,0.0,0.09249003560213126
14.948032038768478,0,4,0.0,0.06003091254218141
12.918586822882272,0,1,0.0,0.11974474545446821
9.82631403516262,0,7,0.0,0.2052075208086243
12.356400108964912,1,9,0.0,0.20276725749481112
9.841455767968844,0,5,0.0,0.1115011714486868
9.835675616074358,0,7,0.0,0.09322316537097172
11.604905678915085,0,6,0.0,0.11261881660893448
6.216799388355505,1,6,0.0,0.12472055462194787
6.687705418717418,0,9,0.0,0.07853614583535559
9.594281176897567,0,5,0.0,0.11396344479624819
8.46792219916394,0,10,0.0,0.0
11.785618331488184,1,12,0.0,0.10650791066774115
8.729939811196973,1,7,0.0,0.1381450876019684
7.469240746661772,0,1,0.0,0.060812644639487524
14.664121922303885,0,8,0.0,0.09236218845711211
10.435559248783662,0,8,0.0,0.011079569543910095
11.16882051171981,1,5,0.0,0.0
7.438129534466358,0,7,0.0,0.11686520623673527
9.639043188687044,0,4,0.0,0.04163495874099071
11.277306474274665,1,7,0.0,0.0
8.122516056444244,0,4,0.0,0.011057736069244636
11.93924504586418,0,7,0.0,0.02268967249663449
9.498403275202987,0,5,0.0,0.16196643981853934
10.270765625516809,1,12,0.0,0.1143291209094774
9.495733469426508,1,5,0.0,0.030271824147416
15.630695461272344,0,5,0.0,0.05297872760230724
10.966256938155166,1,5,0.0,0.2049667532885781
8.355722677610249,0,4,1.0,0.17488819481575607
13.056362280257972,0,5,0.0,0.010555165761453766
7.947890875072444,0,7,0.0,0.1930820687701061
11.522158987511888,0,4,0.0,0.09354969532401519
6.100824690300561,0,3,0.0,0.16396893008449953
7.679534877753923,1,4,0.0,0.08693536359987945
11.492153089672808,0,4,0.0,0.19486633589937402
12.846166449988527,0,9,0.0,0.007230351076816105
11.428420702974925,1,6,0.0,0.07956396548947874
10.710879294029398,0,5,0.0,0.1973167822319294
10.247240761026777,1,10,0.0,0.0
7.303695024081431,0,2,0.0,0.09631508767004278
9.200389479013229,2,9,0.0,0.068516294410145
9.848403072600531,1,11,0.0,0.15477289844349962
13.642805565547288,1,7,0.0,0.18559307483287774
11.859045723921154,0,8,0.0,0.15842270554455715
6.592399611593165,0,6,0.0,0.11928002027177965
11.810209923486987,0,5,0.0,0.10324516384762883
10.037294298959209,0,6,0.0,0.07258315028160817
9.307694999235103,0,3,1.0,0.1167978097219705
12.52919072210217,0,8,0.0,0.21677238636684076
13.577498806239877,0,4,0.0,0.0335590161377967
13.328200297790497,0,5,0.0,0.06783348199007411
8.901956191943404,0,3,0.0,0.09395920219465541
10.226969060371964,0,8,0.0,0.18007461433565347
11.82815857850891,1,6,0.0,0.11786418716417645
13.438862817805898,1,11,0.0,0.17867855164361526
9.802064405386774,1,7,0.0,0.18272879924028806
10.535852558340457,0,10,0.0,0.14736294606559844
8.23416256498493,0,9,0.0,0.014880510674755723
8.009483439798323,1,6,0.0,0.23288751295173718
13.031314555985496,0,5,0.0,0.2129904536874161
